word	pos	pos2	phoneme	politeness	tense	tag	alt	alt2	restriction
ㄹ세라	EC		VO|LQ				을세라/EC		
ㄹ세라	EF		VO|LQ	해라체					
ㄹ세라	EF		VO|LQ			감탄			
ㄹ세말이지	EF		VO|LQ	해체					
ㄹ소냐	EF		VO			방언&강조&부정	을쏘냐/EF		
ㄹ손가	EF		VO|LQ	하게체		예스러움&비표준	을쏜가/EF		
ㄹ수록	EC		VO|LQ				을수록/EC		
ㄹ시	EC		VO|LQ			예스러움	을시/EC		
ㄹ시고	EF		VO|LQ			예스러움&감탄	을시고/EF		
ㄹ쏘냐	EF		VO|LQ	해라체		예스러움	을쏘냐/EF		
ㄹ쏜가	EF		VO|LQ	하게체		예스러움	을쏜가/EF		
ㄹ이만큼	EC		VO|LQ			비표준	으리만큼/EC		
ㄹ작시면	EC		VO|LQ			예스러움	을시면/EC		*/VV|*/EP
ㄹ지	EC		VO|LQ				을지/EC		
ㄹ지	EF		VO|LQ	해체			을지/EF		
ㄹ지나	EC		VO|LQ			예스러움	을지나/EC		
ㄹ지니	EC		VO|LQ			예스러움	을지나/EC		
ㄹ지니라	EF		VO|LQ	해라체		예스러움	을지나라/EF		
ㄹ지라	EF		VO|LQ	해라체		예스러움	을지라/EF		
ㄹ지라도	EC		VO|LQ				을지라도/EC		
ㄹ지로다	EF		VO|LQ	해라체		예스러움&감탄	을지로다/EF		
ㄹ지며	EC		VO|LQ				을지며/EC		*/VV|*/EP
ㄹ지어다	EF		VO|LQ	해라체		예스러움	을지어다/EF		
ㄹ지언정	EC		VO|LQ				을지언정/EC		
ㄹ진대	EC		VO|LQ			예스러움	을진대/EC		
ㄹ진대는	EC		VO|LQ			강조&근거	을진댄/EC		
ㄹ진댄	EC		VO|LQ			강조	을진대/EC		
ㄹ진저	EF		VO|LQ	해라체		예스러움	을진저/EF		
라	EC		VO				라서/EC		으시/EP|*/VCP|*/VCN
라	EC		VO						
라	EF		VO	해라체		예스러움			
라	EF		VO|LQ			명령	으라/EF		*/VV|*/EP
라	EF		VO	해라체		명령	어라/EF		
라	EF		VO|LQ	해라체		명령	어라/EF		*/VV|*/EP
라고	EC		VO						*/VCP|*/VCN|으시/EP|더|으리/EP
라고	EC		VO						*/VCP|*/VCN|으시/EP|더|으리/EP
라고	EF		VO	해체					*/VCP|*/VCN|으시/EP|더|으리/EP
라고	EF		VO	해체					*/VCP|*/VCN|으시/EP|더|으리/EP
라고	EF		VO	해체					*/VCP|*/VCN|으시/EP|더|으리/EP
라고	EF		VO|LQ	해체		강조			*/VV|*/EP
라고	EF		VO|LQ	해체					*/VV|*/EP
라구	EC		VO			비표준	으라고/EC		*/VCP|*/VCN|으시/EP|더|으리/EP
라구	EF		VO	해체		강조&비표준	으라고/EF		*/VCP|*/VCN|으시/EP|더|으리/EP
라구	EC		VO			비표준	으라고/EC		*/VCP|*/VCN|으시/EP|더|으리/EP
라구	EF		VO|LQ	해체		비표준	으라고/EF		*/VV|*/EP
라구	EF		VO	해체		비표준	으라고/EF		*/VCP|*/VCN|으시/EP|더|으리/EP
라구	EF		VO|LQ	해체		강조&비표준	으라고/EF		*/VV|*/EP
라구	EF		VO	해체		해체&비표준	으라고/EF		*/VCP|*/VCN|으시/EP|더|으리/EP
라나	EF		VO			구어			*/VCP|*/VCN|으시/EP|더|으리/EP
라나	EF		VO|LQ			구어	으라나/EF		*/VV|*/EP
라네	EF		VO	하게체					*/VCP|*/VCN|으시/EP|더|으리/EP
라느니	EC		VO				으라느니/EC		*/VCP|*/VCN|으시/EP|더|으리/EP
라느니	EC		VO|LQ				으라느니/EC		*/VV|*/EP
라니	EF		VO	해체					*/VCP|*/VCN|으시/EP|더|으리/EP
라니	EF		VO	해라체					*/VCP|*/VCN|으시/EP|더|으리/EP
라니까	EF		VO	해라체		확인	는다니까/EF		*/VCP|*/VCN|으시/EP|더|으리/EP
라니까	EF		VO|LQ	해라체		명령	으라니까/EF		*/VV|*/EP
라도	EC		VO						*/VCP|*/VCN|으시/EP|더|으리/EP
라라	EF		NUL			방언	더구나/EF		
라마	EF		NUL			방언	려무나/EF		
라며	EC		NUL			사실	으라며/EC		
라며	EF		NUL				으라며/EF		
라면	EC		VO						*/VCP|*/VCN|으시/EP|더|으리/EP
라면서	EF		VO	해체		확인	으라면서/EF		*/VCP|*/VCN|으시/EP|더|으리/EP
라면서	EF		VO|LQ	해체		확인	으라면서/EF		*/VV|*/EP
라서	EC		VO						*/VCP|*/VCN|으시/EP
라손	EC		VO				으라손/EC		*/VCP|*/VCN|으시/EP|더|으리/EP
라손	EC		VO|LQ				으라손/EC		*/VV|*/EP
라야	EC		VO						*/VCP|*/VCN|으시/EP
라야만	EC		VO				라야만/EC		*/VCP|*/VCN|으시/EP
라오	EF		VO	하오체					*/VCP|*/VCN|으시/EP|더|으리/EP
라우	EC		NUL			방언	요/EC		
라우요	EF		NUL			방언	아요/EF		
라지	EF		VO	해체		확인			*/VCP|*/VCN|으시/EP|더|으리/EP
락	EC		VO|LQ				으락/EC		
락	EC		NUL			방언	라고/EC		
락	EF		NUL			방언	라고/EF		
란	EC		NUL			방언	라서/EC		
란다	EF		VO	해라체					*/VCP|*/VCN|으시/EP|더|으리/EP
람	EF		VO	해라체		구어			*/VCP|*/VCN|으시/EP|더|으리/EP
람	EF		VO|LQ	해라체		구어	으람/EF		*/VV|*/EP
랍니까	EF		VO	합쇼체					*/VCP|*/VCN|으시/EP|더|으리/EP
랍니다	EF		VO	합쇼체					*/VCP|*/VCN|으시/EP|더|으리/EP
랍데	EF		VO						*/VCP|*/VCN|으시/EP|더|으리/EP
랍시고	EC		VO						*/VCP|*/VCN|으시/EP|더|으리/EP
랑	EC		NUL			방언	라서/EC		
랑근에	EC		NUL			방언	라서/EC		
랑께	EF		NUL			방언	라니까/EF		
래	EF		VO	해체					*/VCP|*/VCN|으시/EP|더|으리/EP
래	EF		VO			방언	야/EF		*/VCP|*/VCN
래디	EF		NUL			방언	라지/EF		
래문	EC		NUL			방언	라면/EC		
래야만	EC		NUL			방언	라야만/EC		
래요	EF		VO	해요체		구어			*/VCP|*/VCN|으시/EP|더|으리/EP
래요	EF		VO	해요체					*/VCP|*/VCN|*/VV
래이	EC		NUL			방언	라/EC		
래이	EF		NUL			방언	라/EF		
랬	EP		VO						더/EP
랴	EC		VO|LQ				으랴/EC		*/VV|*/으시
랴	EF		VO|LQ	해라체			으랴/EF		
랴	EF		VO|LQ	해라체			으랴/EF		*/VV
랴르	EC		NUL			방언	게/EC		
랴르	EF		NUL			방언	게/EF		
러	EC		VO|LQ				으러EC		*/VV|*/EP
러니	EC		NUL		과거	예스러움	더니/EC		*/VCP|*/VCN|으시/EP|더|으리/EP
러니라	EF		NUL	해라체	회상	예스러움	더니라/EC		*/VCP|*/VCN|으시/EP|더|으리/EP
러니이까	EF		NUL	합쇼체		예스러움	더니이까/EF		*/VCP|*/VCN|으시/EP|더|으리/EP
러니이다	EF		NUL			예스러움	더니이다/EF		*/VCP|*/VCN|으시/EP|더|으리/EP
러라	EF		NUL		과거	예스러움	더러/EF		*/VCP|*/VCN|으시/EP|더|으리/EP
러이까	EF		NUL	합쇼체		예스러움	더이까/EF		*/VCP|*/VCN|으시/EP|더|으리/EP
러이다	EF		NUL	합쇼체		예스러움	더이다/EF		*/VCP|*/VCN|으시/EP|더|으리/EP
런가	EF		NUL	하게체					*/VCP|*/VCN|으시/EP|더|으리/EP
런들	EC		NUL			예스러움	던들/EC		*/VCP|*/VCN|으시/EP|더|으리/EP
레	EF		NUL			방언	을까/EF		
레	EC		NUL			방언	러/EC		
려	EC		VO|LQ				으려/EC		*/VV|*/EP
려	EC		VO|LQ				으려/EC		*/VV|*/EP
려거든	EC		NUL				으려거든/EC		
려고	EC		VO|LQ				으려고/EC		*/VV|*/EP
려고	EC		VO|LQ				으려고/EC		*/VV|*/EP
려고	EF		VO|LQ	해체			으려고/EF		
려나	EF		VO|LQ	해체			으려나/EF		
려니	EF		VO|LQ				으려니/EF		
려니와	EC		VO|LQ				으려니와/EC		
려니와	EC		VO|LQ				으려니와/EC		
려든	EC		VO|LQ			예스러움	으려든/EC		*/VV|*/EP
려마	EC		NUL				으려마/EC		
려마	EF		NUL				으려마/EF		
려면	EC		VO|LQ				으려면/EC		
려면	EC		VO|LQ				으려면/EC		
려면	EC		VO|LQ				으려면/EC		
려무나	EF		VO|LQ	해라체			으려무나/EF		*/VV
련	EF		NUL	해라체			으련/EF		
련마는	EC		VO|LQ			예스러움	으련마는/EC		
련만	EC		NUL				으련마는/EC		
련만	EF		NUL				으련마는/EF		
렴	EF		VO|LQ	해라체			으렴/EF		*/VV
렵니까	EF		NUL	합쇼체			으렵니까/EF		
렵니다	EF		NUL	합쇼체			으렵니다/EF		
렷다	EF		VO|LQ				으렷다/EF		
렷다	EF		VO|LQ				으렷다/EF		
로고	EF		NUL	해체					*/VCP|*/VCN|으시/EP
로고나	EF		NUL	해라체		예스러움&비표준&감탄	으로구나/EF		*/VCP|*/VCN|으시/EP
로구나	EF		NUL	해라체		예스러움&감탄			*/VCP|*/VCN|으시/EP
로구려	EF		NUL	하오체		예스러움&감탄			*/VCP|*/VCN|으시/EP
로구료	EF		NUL	하오체		예스러움&비표준&감탄	으로구먼/EF		*/VCP|*/VCN|으시/EP
로구만	EF		NUL			비표준	으로구먼/EF		
로구만	EF		NUL						
로구먼	EF		NUL						
로구면	EF		NUL			비표준	으로구먼/EF		
로군	EF		NUL	해체		예스러움&감탄			*/VCP|*/VCN|으시/EP
로군	EF		NUL				로구나/EF		
로다	EF		NUL	해라체		예스러움&감탄			*/VCP|*/VCN|으시/EP
로되	EC		NUL						*/VCP|*/VCN|으시/EP
로되	EC		NUL						*/VCP|*/VCN|으시/EP
로라	EF		NUL			예스러움			*/VCP|*/VCN
로서니	EC		NUL			강조	기로서/EC		
로세	EF		NUL	하게체		감탄			*/VCP|*/VCN|으시/EP
리	EP		VO|LQ			예스러움	으리/EP		
리	EP		VO|LQ			예스러움	으리/EP		
리	EF		VO|LQ	해라체		예스러움	으리/EF		
리	EF		VO|LQ	해라체			으리/EF		
리	EF		VO|LQ	해라체			으리/EF		
리까	EF		VO|LQ	합쇼체			으리까/EF		
리까	EF		VO|LQ	합쇼체			으리까/EF		
리니	EC		VO|LQ				으리니/EC		
리니	EC		VO|LQ				으리니/EC		
리니라	EF		VO|LQ	해라체		예스러움	으리니라/EC		
리다	EF		VO|LQ	하오체			으리다/EF		
리다	EF		VO|LQ	하오체			으리다/EF		
리라	EF		VO|LQ	해라체			으리라/EF		
리라	EF		VO|LQ	해라체			으리다/EF		
리로다	EF		VO|LQ	해라체			으리로다/EF		
리로다	EF		VO|LQ	해라체			으리로다/EF		
리만치	EC		VO|LQ				으리만치/EC		
리만큼	EC		VO|LQ				으리만큼/EC		
리오	EF		VO|LQ				으리오/EF		
ㅁ	ETN		VO|LQ				음		
ㅁ	EC		VO|LQ			구어	음		
ㅁ마	EF		VO|LQ	해라체		비표준	마/EF		
ㅁ서	EC		VO			방언	면서/EC		
ㅁ성	EC		VO			방언	으면서/EC		
ㅁ세	EF		VO|LQ	하게체			음세/EF		*/VV
ㅁ시로	EC		VO			방언	으면서/EC		
ㅁ에랴	EF		VO|LQ				음에라/EF		
마	EF		VO|LQ	해라체			으마/EF		*/VV
만	EC		NUL			방언	면/EC		
매	EC		VO|LQ				으매/EC		
매	EF		NUL			방언	마/EF		
매	EC		NUL			방언	며/EC		
맨	EC		NUL			방언	면/EC		
맨	EF		NUL			방언	마/EF		
멍	EC		NUL			방언	면서/EC		
메서란	EC		NUL			방언	매/EC		
메선	EC		NUL			방언	매/EC		
멘	EC		NUL			방언	면서/EC		
며	EC		VO|LQ				으면/EC		
며	EC		VO|LQ				으면/EC		
면	EC		VO|LQ				으면/EC		
면	EC		VO|LQ				으면/EC		
면	EC		VO|LQ				으면/EC		
면	EC		VO|LQ				으면/EC		
면서	EC		VO|LQ				으면서/EC		
면서	EC		VO|LQ				으면서/EC		
모	EC		NUL			방언	면/EC		
몬	EC		NUL			방언	면/EC		
무	EC		NUL			방언	면/EC		
문	EC		NUL			방언	면/EC		
므는	EC		NUL			방언	면/EC		
므로	EC		VO|LQ				으므로/EC		
믄	EC		NUL			방언	면/EC		
믄서	EC		NUL			방언	면서/EC		
민	EC		NUL			방언	면서/EC		
민서	EC		NUL			방언	면서/EC		
ㅂ나	EF		VO|LQ						
ㅂ네	EC		VO|LQ			못마땅	습네/EC		
ㅂ네다	EF		VO			방언	습니다/EF		
ㅂ네다레	EF		VO			방언	는구려/EF		
ㅂ늰다	EF		VO|LQ	하오체			습늰다/EF		
ㅂ니	EF		VO			방언	습니다/EF		
ㅂ니까	EF		VO|LQ	합쇼체			습니까/EF		
ㅂ니꺄	EF		VO			방언	습니까/EF		
ㅂ니꺼	EF		VO			방언	습니까/EF		
ㅂ니껴	EF		VO			방언	습니까/EF		
ㅂ니꽈	EF		VO			방언	습니까/EF		
ㅂ니다	EF		VO|LQ	합쇼체	현재&진행		습니다/EF		
ㅂ니더	EF		VO			방언	습니다/EF		
ㅂ데다	EF		VO			방언	습니다/EF		
ㅂ동와	EF		VO			방언	던가/EF		
ㅂ디까	EF		VO|LQ	하오체			습디까/EF		
ㅂ디꺼	EF		VO			방언	습디까/EF		
ㅂ디껴	EF		VO			방언	습디까/EF		
ㅂ디다	EF		VO|LQ	하오체			습디다/EF		
ㅂ디다레	EF		VO			방언	더구려/EF		
ㅂ디더	EF		VO			방언	습디다/EF		
ㅂ디여	EF		VO			방언	습디까/EF		
ㅂ딘다	EF		VO|LQ	하오체			습딘다/EF		
ㅂ마	EF		VO			방언	는가/EF		
ㅂ마	EF		VO			방언	마/EF		
ㅂ머니	EF		VO			방언	네/EF		
ㅂ먼다	EF		VO			방언	습니다/EF		
ㅂ메	EF		VO			방언	네/EF		
ㅂ메	EF		VO			방언	어요/EF		
ㅂ메다	EF		VO			방언	습니다/EF		
ㅂ멘다	EF		VO			방언	습니다/EF		
ㅂ무다	EF		VO			방언	습니다/EF		
ㅂ무다레	EF		VO			방언	는구려/EF		
ㅂ서	EF		VO			방언	ㅂ시오/EF		
ㅂ세	EF		VO			방언	세/EF		
ㅂ세	EF		VO			방언	게/EF		
ㅂ세	EF		VO			방언	ㅂ시다/EF		
ㅂ세다	EF		VO			방언	ㅂ시다/EF		
ㅂ소서	EF		VO						
ㅂ쇼	EF		VO				ㅂ시오/EF		
ㅂ시다	EF		VO|LQ	하오체			읍시다/EF		*/VV|*/EP
ㅂ시다	EF		VO|LQ	하오체			읍시다/EF		*/VV|*/EP
ㅂ시다나	EF		VO			강조&권유	읍시다나/EF		
ㅂ시사	EF		VO|LQ	합쇼체		예스러움	읍시사/EF		*/VV|*/EP
ㅂ시오	EF		VO|LQ	합쇼체		명령	읍시오/EF		*/VV|*/EP
ㅂ죠	EF		VO				ㅂ지요/EF		
ㅂ지요	EF		VO|LQ	합쇼체			습지요/EF		
사	EF		VO|LQ			예스러움	시어/EF		
사오	EP		LQ|FS			예스러움			
사오니까	EF		LQ|FS	합쇼체		예스러움	으오니까/EF		
사오리까	EF		LQ|FS	합쇼체		예스러움	으오리까/EF		
사오리다	EF		LQ|FS	합쇼체			으오리다/EF		
사오리다	EF		LQ|FS	합쇼체			으오리다/EF		
사오리이까	EF		LQ|FS	합쇼체		예스러움	으오리이까/EF		
사오리이다	EF		LQ|FS	합쇼체		예스러움	으오리이다/EF		
사오이다	EF		LQ|FS	합쇼체		예스러움	으오이다/EF		
사옵	EP		LQ|FS			예스러움	사옵/EP		
사옵나이까	EF		LQ|FS	합쇼체		예스러움	으옵나이까/EF		
사옵나이다	EF		LQ|FS	합쇼체		예스러움	으옵나이다/EF		
사옵니까	EF		LQ|FS	합쇼체		예스러움	으옵니까/EF		
사옵니다	EF		LQ|FS	합쇼체		예스러움	으옵니다/EF		
사옵디까	EF		LQ|FS	합쇼체	과거	예스러움&의문	으옵디까/EF		
사옵디다	EF		LQ|FS	합쇼체	과거	예스러움	으옵디다/EF		
사옵시	EP		LQ|FS			예스러움			
사와	EC		LQ|FS			예스러움	으와/EC		
사외다	EF		NUL				사오이다/EF		
사이다	EF		LQ|FS	합쇼체		예스러움&청유	으사이다/EF		
사주	EF		NUL			방언	야지/EF		
삽	EP		LQ|FS			예스러움			
세	EF		VO|LQ	하게체			게/EF		
세나	EF		NUL				게나/EF		*/VV
세요	EF		VO|LQ	해요체			으세요/EF	으시어요/EF	
셔요	EF		VO|LQ				시어요/EF	으시어요/EF	
소	EF		LQ|FS	하오체					
소니까	EF		FS	합쇼체		예스러움			
소다	EF		NUL				사오이다/EF		
소다	EF		NUL						
소서	EF		VO|LQ	합쇼체					
소야	EF		NUL			방언	셔요/EF		
소오리까	EF		FS						
소옵니까	EF		FS						
소와요	EF		NUL			방언	사옵니다/EF		
소웨	EF		NUL			방언	네/EF		
소이까	EF		LQ|FS						
소이다	EF		NUL				사오이다/EF		
송와	EF		NUL			방언	는가/EF		
쇠다	EF		NUL				소이다/EF		
수다	EF		NUL			방언	어요/EF		
수다레	EF		NUL			방언	소이다/EF		
수와	EF		NUL			방언	어요/EF		
쉐	EF		NUL			방언	소/EF		
슈	EF		NUL			방언	어요/EF		
슴	EF		NUL			방언	습니까/EF		
슴	EF		NUL			방언	습니다/EF		
슴두	EF		NUL			방언	습니까/EF		
슴둥	EF		NUL			방언	습니까/EF		
슴메	EF		NUL			방언	어요/EF		
습꾸마	EF		NUL			방언	습니다/EF		
습꿔니	EF		NUL			방언	습니다/EF		
습나	EF		FS			예스러움			
습네	EC		FS			못마땅			
습네	EF		NUL						
습네다	EF		NUL			방언	습니다/EF		
습네다레	EF		NUL			방언	는구려/EF		
습늰다	EF		FS	하오체					
습니	EF		NUL			방언	습니다/EF		
습니까	EF		FS	합쇼체					
습니다	EF		FS	합쇼체	진행				
습닌다	EF		FS						
습데	EF		NUL			방언	데/EF		
습데게레	EF		NUL			방언	더구려/EF		
습동와	EF		NUL			방언	던가/EF		
습디까	EF		FS	하오체					
습디다	EF		FS	하오체					
습디다레	EF		NUL			방언	더구려/EF		
습디여	EF		NUL			방언	습디까/EF		
습딘다	EF		FS	하오체					
습마	EF		NUL			방언	는가/EF		
습머니	EF		NUL			방언	네/EF		
습머이	EF		NUL			방언	네/EF		
습메게레	EF		NUL			방언	네그려/EF		
습메다	EF		NUL			방언	습니다/EF		
습메다레	EF		NUL			방언	는구려/EF		
습무다	EF		NUL			방언	습니다/EF		
습무다레	EF		NUL			방언	는구려/EF		
습세	EF		NUL			방언	세/EF		
습세다	EF		NUL			방언	읍시다/EF		
습죠	EF		NUL				습지요/EF		
습지요	EF		FS	합쇼체					
시	EP		VO|LQ						
시	EC		NUL			방언	게/EC		
시	EF		NUL			방언	게/EF		
시겨	EF		NUL			방언	십시오/EF		
시단	EF		NUL			방언	게나/EF		
시라	EF		VO|LQ	합쇼체		명령	으시라/EF		
시라요	EF		NUL			방언	시어요/EF		
시소	EF		NUL			방언	십시오/EF		
시압	EF		VO|LQ			명령	으시압/EF		
시어요	EF		VO|LQ	해요체			으시어요/EF		
시이소	EF		NUL			방언	십시오/EF		
심니껴	EF		NUL			방언	습니까/EF		
심더	EF		NUL			방언	습니다/EF		
십니꺼	EF		NUL			방언	습니까/EF		
십사	EF		VO|LQ	합쇼체			으십사/EF		
십시다	EF		VO|LQ	합쇼체			으십시다/EF		
십시오	EF		VO|LQ	합쇼체			으십시오/EF		
ㅆ	EP		VO				았/EP		
ㅆ었	EP		VO				었었/EP		
아	EC		YANG1						
아	EC		YANG1						
아	EC		YANG1						
아	EF		YANG1	해체					
아다	EC		YANG1					아다가/EC	
아다가	EC		YANG1						
아도	EC		YANG2						
아라	EF		YANG1	해라체		명령			
아라	EF		YANG1			감탄			
아라우	EF		YANG1	해요체		비표준	아요/EF		
아서	EC		YANG1						
아서	EC		YANG1						
아서	EC		YANG1						
아야	EC		YANG1					아야지/EC	
아야	EC		YANG1						
아야만	EC		YANG1						
아야지	EC		YANG1						
아야지	EF		YANG1						
아야지	EF		YANG1						
아요	EF		YANG1	해요체					
아지이다	EF		YANG1			예스러움			
안	EC		NUL			방언	고서/EC		
안	EC		NUL			방언	아서/EC		
안게	EC		NUL			방언	던데/EC		
안게	EF		NUL			방언	던데/EF		
안에	EC		NUL			방언	고서/EC		
안에	EC		NUL			방언	아서/EC		
았	EP		YANG1						
았	EP		YANG1						
았	EP		YANG1						
았댔	EP		NUL						
았었	EP		YANG1		과거				
았자	EF		NUL						
앙	EC		NUL			방언	고서/EC		
앙	EC		NUL			방언	아서/EC		
앙근	EC		NUL			방언	고서/EC		
앙근에	EC		NUL			방언	고서/EC		
앙근에	EC		NUL			방언	아서/EC		
야	EF		NUL	해체					
야	X		NUL						
야만	EC		NUL				아야만/EC		
야지	EF		NUL						
어	EC		EUM1|FS				아/EC		
어	EC		EUM1|FS				아/EC		
어	EC		EUM1|FS				아/EC		
어	EF		EUM1	해체			아/EC		
어근	EC		NUL			방언	아서/EC		
어근에	EC		NUL			방언	아서/EC		
어네	EC		NUL			방언	아서/EC		
어다	EC		EUM1				아다/EC	아다가/EC	
어다가	EC		EUM1				아다가/EC		
어도	EC		EUM1				아도/EC		
어라	EF		EUM1	해라체		명령	아라/EF		
어라	EF		EUM1			감탄	아라/EF		
어라우	EC		NUL			방언	어요/EC		
어사	EC		NUL			방언	어야/EC		
어서	EC		EUM1				아서/EC		
어서	EC		EUM1				아서/EC		
어서	EC		EUM1				아서/EC		
어시요	ESF	었/EP+어요/EF	NUL			방언	었/EP+어요/EF		
어야	EC		EUM1				아야/EC	아야지/EC	
어야	EC		EUM1				아야/EC		
어야만	EC		EUM1				아야만/EC		
어야지	EC		EUM1				아야지/EC		
어야지	EF		EUM1				아야지/EC		
어야지	EF		EUM1				아야지/EC		
어요	EF		EUM1	해요체			아요/EF		
어유	EF		NUL			방언	아요/EF		
어지이다	EF		EUM1			예스러움	아지이다/EF		
언	EC		NUL			방언	고/EC		
언	EF		NUL			방언	고/EF		
언	ESF	었/EP+니/EF	NUL			방언	었/EP+니/EF		
언마는	EC		NUL			예스러움	건마는/EC		*/VCP|*/VCN|으시/EP
언만	EF		NUL				언마는/EF		
언정	EC		NUL				을만정/EC		*/VCP|*/VCN|으시/EP
었	EP		EUM1				았/EP		
었	EP		EUM1				았/EP		
었	EP		EUM1				았/EP		
었댔	EP		NUL				았었/EP		
었었	EP		EUM1		과거		았었/EP		
엉	EC		NUL			방언	고서/EC		
엉	EC		NUL			방언	어서/EC		
엉게	EC		NUL			방언	던데/EC		
엉게	EF		NUL			방언	던데/EF		
엉근	EC		NUL			방언	고서/EC		
엉근	EC		NUL			방언	어서/EC		
엉은	EC		NUL			방언	어서/EC		
에라	EF		NUL			감탄			
에요	EF		NUL	해요체					*/VCP|*/VCN
여	EC		NUL				아/EC		*하/VV|*하/VA
여	EC		NUL				아/EC		*하/VV|*하/VA
여	EC		NUL				아/EC		*하/VV|*하/VA
여	EF		NUL	해체			아/EF		*하/VV|*하/VA
여근	EC		NUL			방언	아서/EC		
여냐	EF		NUL			방언	더냐/EF		
여다	EC		NUL				아다/EC	아다가/EC	*하/VV
여다가	EC		NUL				아다가/EC		*하/VV|*하/VA
여도	EC		NUL				아도/EC		*하/VV|*하/VA
여라	EF		NUL	해라체			아라/EC		*하/VV
여라	EF		NUL	해라체		감탄	아라/EF		*하/VA
여서	EC		NUL				아서/EC		*하/VV|*하/VA
여서	EC		NUL				아서/EC		*하/VV|*하/VA
여서	EC		NUL						*하/VV|*하/VA
여야	EC		NUL				아야/EC	아야지/EC	*하/VV|*하/VA
여야	EC		NUL				아야/EC		*하/VV|*하/VA
여야만	EC		NUL				아야만/EC		*하/VV|*하/VA
여야지	EC		NUL				아야지/EC		*하/VV|*하/VA
여야지	EF		NUL				아야지/EF		*하/VV|*하/VA
여야지	EF		NUL				아야지/EF		*하/VV|*하/VA
여요	EF		NUL	해요체			아요/EF		*하/VV|*하/VA
여지이다	EF		NUL			예스러움	아지이다/EC		*하/VV|*하/VA
연	EC		NUL			방언	여서/EC		
연게	EC		NUL			방언	던데/EC		
연게	EF		NUL			방언	던데/EF		
연만	EC		NUL			비표준	건마는/EC		
연에	EC		NUL			방언	여서/EC		
였	EP		NUL				았/EP		
였	EP		NUL				았/EP		
였	EP		NUL				았/EP		
였었	EP		NUL		과거		았었/EP		
였자	EC		NUL				았자/EC		*하/VV|*하/VA
영	EC		NUL			방언	어서/EC		
영근	EC		NUL			방언	여서/EC		
오	EP		VO|LQ			예스러움			
오	EF		VO|LQ	하오체					
오니까	EF		LQ|FS	합쇼체		예스러움	으오니까/EF		
오리까	EF		LQ|FS	합쇼체		예스러움	으오리까/EF		
오리다	EF		VO|LQ	합쇼체		예스러움	으오리다/EF		
오리다	EF		VO|LQ	합쇼체		예스러움	으오리다/EF		
오리이까	EF		VO|LQ	합쇼체		예스러움	으오리이까/EF		
오리이다	EF		VO|LQ	합쇼체		예스러움	으오리이다/EF		
오이까	EF		VO|LQ						
오이다	EF		LQ|FS	합쇼체		예스러움	으오이다/EF		
올습니다	EF		NUL	합쇼체		비표준	올시다/EF		*/VCP|*/VCN
올시다	EF		NUL	합쇼체					*/VCP|*/VCN
옵	EP		VO|LQ			예스러움			
옵나이까	EF		VO|LQ	합쇼체		예스러움	으옵나이까/EF		
옵나이다	EF		VO|LQ	합쇼체		예스러움	으옵나이다/EF		
옵니까	EF		VO|LQ	합쇼체			으옵니까/EF		
옵니다	EF		VO|LQ	합쇼체			으옵니다/EF		
옵디까	EF		VO|LQ	합쇼체	과거	의문	으옵디까/EF		
옵디다	EF		VO|LQ	합쇼체	과거	의문	으옵디다/EF		
옵소서	EF		VO|LQ	합쇼체		예스러움	으옵소서/EF		
옵시	EP		VO|LQ			예스러움	으옵시/EP		
와	ESC	오/EP+아/EC	VO|LQ				오/EP+아/EC		
와	ESF	오/EP+아/EF	VO|LQ				오/EP+아/EP		
와	EP		NUL			방언	오/EP		
와	EF		NUL			방언	어요/EF		
외다	EF		NUL				오이다/EF		
요	EC		NUL						*/VCP|*/VCN
우	EF		NUL	하오체			으우/EF		
우	EF		VO|LQ	하오체		비표준	오/EF		
우다	EF		NUL			방언	습니다/EF		
우다	EF		NUL			방언	오이다/EF		
우다	EF		NUL			방언	어요/EF		
워다	EF		NUL			방언	오이다/EF		
워다레	EF		NUL			방언	로구려/EF		
워리	EF		VO	하게체					
워리	EF		VO	해라체					
원다	EF		NUL			방언	오이다/EF		
월다	EF		NUL			방언	리다/EF		
웨	EF		NUL			방언	ㄹ세/EF		
웨다	EF		NUL			방언	오이다/EF		
웨다레	EF		NUL			방언	로구려/EF		
웬다	EF		NUL			방언	오이다/EF		
웰다	EF		NUL			방언	리라/EF		
으꺼마	EF		NUL			방언	을게/EF		
으께	EF		LQ|FS	해체		구어&비표준	을게/EF		*/VV
으나	EC		FS						
으나	EC		FS						
으나	EC		FS			강조			
으나따나	EC		NUL			방언	으나마/EC		
으나마	EC		FS						
으난	EC		NUL			방언	으니/EC		
으냐	EF		FS	해라체		예스러움			*/VA
으냐고	EF		FS	해체					*/VA
으냐고	EF		FS	해체					*/VA
으냐고	EF		FS						*/VA
으뇨	EF		FS	해라체		예스러움			*/VA
으니	EC		LQ|FS						
으니	EC		LQ|FS						
으니	EC		LQ|FS						*/VA
으니	EF		LQ|FS	하게체					*/VA
으니	EF		LQ|FS	해라체					*/VA
으니까	EC		LQ|FS			강조	으니/EC		
으니까느루	EC		LQ|FS			강조&비표준	으니/EC		
으니까는	EC		LQ|FS			강조			
으니까니	EC		NUL			방언	으니까/EC		
으니깐	EC		NUL				으니까는/EC		
으니라	EF		LQ|FS	해라체		예스러움			
